N.Registro;Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Email;web;Q Calidad;Central Reservas;Posada Real;Plazas;GPS.Longitud;GPS.Latitud;accesible a personas con discapacidad
09/000137;Hotel Rural;3ª - 3 Estrellas;LA PUEBLA;Calle La Iglesia. 41;9145;Burgos;Valle de Sedano;ORBANEJA DEL CASTILLO;ORBANEJA DEL CASTILLO;947571455;676035431;;hotelrurallapuebla@gmail.com;www.orbanejadelcastillo.es;;;;16;-3.6740881;42.6956534;
09/000095;Hotel Rural;1ª - 1 Estrella;ALDONZA;Calle REAL 54;9370;Burgos;Gumiel de Izán;GUMIEL DE IZAN;GUMIEL DE IZAN;947544141;628899535;;aldonzactr@yahoo.es;www.aldonzactr.es;;;;26;-3.688786;41.7728433;
05/000179;Casa Rural de Alquiler;4ª - 4 Estrellas;BALCÓN DEL VALLE CORNEJA;Calle GENERAL FRANCO 58;5554;Ávila;Tórtoles;TORTOLES;TORTOLES;920360997;657848363;;michadelcorneja@hormail.com;;;;;10;-5.2618356;40.5612995;Si
40/000076;Casa Rural;3ª - 3 Estrellas;CASA DEL ARRIERO;Plazuela ALBERTO RUBIO s/n;40134;Segovia;Sangarcía;SANGARCIA;SANGARCIA;921178133;616854368;;mc.delgar@gmail.com;www.casadelarriero.com;;;;6;-4.4144056;40.9479787;
34/000117;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA DE QUINTANILLA I;Calle  LA MAJADA;34813;Palencia;Pomar de Valdivia;QUINTANILLA DE LAS TORRES;QUINTANILLA DE LAS TORRES;609792584;;;;;;;;2;-4.1896941;42.7784077;
34/000118;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA DE QUINTANILLA II;Plaza LA MAJADA S/N;34811;Palencia;Pomar de Valdivia;QUINTANILLA DE LAS TORRES;QUINTANILLA DE LAS TORRES;609792584;;;;www.qruralq.com;;;;4;-4.1896941;42.7784077;
34/000120;Hotel Rural;3ª - 3 Estrellas;ATIENZA;Calle  DUQUE DE ALBA 3;34191;Palencia;Ampudia;AMPUDIA;AMPUDIA;979768076;656273198;;;;;;;6;-4.7774084;41.9163627;
05/000180;Hotel Rural;3ª - 3 Estrellas;EL JOYO;Finca LA RINCONADA 1;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;920390056;636510453;;info@ruraleljoyo.com;www.ruraleljoyo.com;;;;24;-5.1609715;40.1746146;Si
37/000169;Casa Rural de Alquiler;4ª - 4 Estrellas;LA HIEDRA;Carretera CORIA 30;37657;Salamanca;Sotoserrano;SOTOSERRANO;SOTOSERRANO;923192099;653663207;;casaslasartesanas@hotmail.com;www.casalaartesana.com;;;;6;-6.0331033;40.4356187;
05/000182;Casa Rural de Alquiler;3ª - 3 Estrellas;EL VENERO I;Calle VENERO S/N;5100;Ávila;Navaluenga;NAVALUENGA;NAVALUENGA;920298109;659613006;;elvenero@hotmail.com;www.fincaelvenero.com;;;;6;-4.7057041;40.4126514;
05/000183;Casa Rural de Alquiler;3ª - 3 Estrellas;EL VENERO II;Calle VENERO S/N;5100;Ávila;Navaluenga;NAVALUENGA;NAVALUENGA;920 298109;659613006;;elvenero@hotmail.com;www.fincaelvenero.com;;;;6;-4.7057041;40.4126514;
24/000213;Hotel Rural;1ª - 1 Estrella;EL PUENTE DE ANCARES;Calle EL PUENTE DE ANCARES 1;24433;León;Candín;SORBEIRA;SORBEIRA;987564292;;;puentedeancares@hotmail.com;;;;;16;-6.7279541;42.8165297;Si
34/000121;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA AUREA;Calle  RONDA. Nº 3;34449;Palencia;Villalcázar de Sirga;VILLALCAZAR DE SIRGA;VILLALCAZAR DE SIRGA;620399040;979888163;;aureafederico@hotmail.com;;;;;6;-4.545632;42.315946;
34/000122;Casa Rural de Alquiler;3ª - 3 Estrellas;RINCON DE SAN PEDRO I;Plaza DE SAN PEDRO 2;34100;Palencia;Saldaña;SALDAÑA;SALDAÑA;979892104;;;info@rincondesanpedro.es;www.rincondesanpedro.es;;;;7;-4.7384902;42.5241545;
34/000123;Casa Rural de Alquiler;3ª - 3 Estrellas;RINCON DE SAN PEDRO II;Plaza SAN PEDRO 1;34100;Palencia;Saldaña;SALDAÑA;SALDAÑA;979890284;;;info@rincondesanpedro.es;www.rincondesanpedro.es;;;;6;-4.7384902;42.5241545;
42/000063;Casa Rural;3ª - 3 Estrellas;EL CALLEJÓN DEL AGUA;Calle REAL 22;42167;Soria;Almarza;MATUTE DE LA SIERRA;MATUTE DE LA SIERRA;620212114;;;inesdepablom@gmail.com;www.elcallejondelagua.blogspot.com;;;;14;-2.4183035;41.9242354;
05/000185;Casa Rural de Alquiler;4ª - 4 Estrellas;CASA  LOS MOROS;Calle LA PLAZA 6;5130;Ávila;Solosancho;ROBLEDILLO;ROBLEDILLO;640348321;645924649;;info@florentino-robledillo.com;www.florentino-robledillo.com;;;;8;-4.928447;40.539398;
05/000186;Casa Rural de Alquiler;4ª - 4 Estrellas;TÍO PANCHO;Calle LA PLAZA 6;5130;Ávila;Solosancho;ROBLEDILLO;ROBLEDILLO;640348321;645924649;;información@florentino-robledillo.com;www.florentino-robledillo.com;;;;6;-4.928447;40.539398;
24/000215;Casa Rural de Alquiler;4ª - 4 Estrellas;LA VENTA DEL ALMA;Calle Cantón 2;24893;León;Prado de la Guzpeña;ROBLEDO DE LA GUZPEÑA;ROBLEDO DE LA GUZPEÑA;687872137;630700254;;casa@laventadelalma.com;www.laventadelalma.com;;;;8;-5.0255849;42.783511;
24/000216;Casa Rural de Alquiler;4ª - 4 Estrellas;LA VENTA DEL ALMA II;Calle CANTON 2;24893;León;Prado de la Guzpeña;ROBLEDO DE LA GUZPEÑA;ROBLEDO DE LA GUZPEÑA;687872137;630700254;;casa@laventadelalma.com;www.laventadelalma.com;;;;2;-5.0255849;42.783511;
24/000217;Casa Rural de Alquiler;3ª - 3 Estrellas;LOS BOLICOS;Calle LA IGLESIA 4;24436;León;Vega de Espinareda;SAN MARTIN DE MOREDA;SAN MARTIN DE MOREDA;987568483;639689551;;CASARURALLOSBOLICOS@HOTMAIL.COM;;;;;7;-6.7132594;42.7313872;
37/000171;Hotel Rural;3ª - 3 Estrellas;MÁNSIO DE LA PLATA;Calle Chozo 6;37728;Salamanca;Peñacaballera;PEÑACABALLERA;PEÑACABALLERA;608154514;;;info@mansiodeplata.com;www.masiodeplata.com;;;;14;-5.8596206;40.344398;Si
47/000041;Casa Rural;3ª - 3 Estrellas;EVAN DE ABAJ0 I  EL GRANERO;Finca EVAN DE ABAJO;47511;Valladolid;Siete Iglesias de Trabancos;SIETE IGLESIAS DE TRABANCOS;SIETE IGLESIAS DE TRABANCOS;983481014;629549457;;aduenasvallejo@hotmail.es;www.evandeabajo.es;;;;6;-5.1833771;41.352157;Si
47/000042;Casa Rural;2ª - 2 Estrellas;EVAN DE ABAJO II  LA TARAYUELA;Finca EVAN DE ABAJO;47511;Valladolid;Siete Iglesias de Trabancos;SIETE IGLESIAS DE TRABANCOS;SIETE IGLESIAS DE TRABANCOS;983481014;629549457;;aduenasvallejo@hotmail.es;www.evandeabajo.es;;;;4;-5.1833771;41.352157;Si
05/000187;Hotel Rural;3ª - 3 Estrellas;ROPINO;Paraje LAS SAYUELAS S/N;5480;Ávila;Candeleda;RASO (EL);RASO (EL);920389788;;;ropinosl@hotmail.com;www.ropino.net;;;;30;-5.328962;40.168964;Si
05/000188;Casa Rural de Alquiler;2ª - 2 Estrellas;CASA DEL CHOPO;Calle LAS ERAS 70;5630;Ávila;Santiago del Tormes;ALISEDA DE TORMES (LA);ALISEDA DE TORMES (LA);676107103;920346303;;casasdegredos@diputacionavila.es;www.casasgredos.com;;;;9;-5.387907;40.3409612;Si
47/000043;Casa Rural;3ª - 3 Estrellas;EVAN DE ABAJO III  EL PAJAR;Finca EVAN DE ABAJO;47511;Valladolid;Siete Iglesias de Trabancos;SIETE IGLESIAS DE TRABANCOS;SIETE IGLESIAS DE TRABANCOS;983481014;629549457;;aduenasvallejo@hotmail.es;www.evandeabajo.es;;;;8;-5.1833771;41.352157;
05/000189;Casa Rural de Alquiler;3ª - 3 Estrellas;LA TABLILLA;Camino DE ORTIGOSA 9;5631;Ávila;Navalperal de Tormes;NAVALPERAL DE TORMES;NAVALPERAL DE TORMES;615 685 466;;;reservas@latablillagredos.com;www.latablillagredos.com;;;;4;-5.3012615;40.3523701;Si
05/000190;Casa Rural de Alquiler;3ª - 3 Estrellas;LA TERRAZA;Camino ORTIGOSA 9;5631;Ávila;Navalperal de Tormes;NAVALPERAL DE TORMES;NAVALPERAL DE TORMES;615 685 466;;;reservas@latablillagredos.com;www.latablillagredos.com;;;;4;-5.3012615;40.3523701;Si
34/000124;Posada;3ª - 3 Estrellas;POSADA FUENTES CARRIONAS;Calle C/ REAL. CTRA. 627;34847;Palencia;Pernía (La);CAMASOBRES;CAMASOBRES;979182537;683341834;;info@posadafuentescarrionas.com;www.hotelposadafuentescarrionas.com;;;;34;-4.87444;43.014743;Si
24/000219;Casa Rural de Alojamiento Compartido;3ª - 3 Estrellas;EL APOSENTO DE BABIA;Calle LAS CAMPAS S/N;24141;León;Cabrillanes;QUINTANILLA DE BABIA;QUINTANILLA DE BABIA;987488231;625171837;;CONTACTO@ELAPOSENTODEBABIA.COM;WWW.ELAPOSENTODEBABIA.COM;;;;10;-6.1603298;42.9602386;
05/000191;Casa Rural de Alquiler;3ª - 3 Estrellas;RECIRUELOS;Avenida DE PEGUERINOS 1;5239;Ávila;Peguerinos;PEGUERINOS;PEGUERINOS;920 206204;685886664;;casasdegredos@diputacionavila.es;www.casagredos.com;;;;5;-4.233489;40.627622;
24/000220;Casa Rural de Alquiler;2ª - 2 Estrellas;LOS CALDERONES DE PIEDRASECHA  I;Avenida DEL DESFILADERO. 5;24123;León;Carrocera;PIEDRASECHA;PIEDRASECHA;987581300;666334280;;INFO@LOSCALDERONES.COM;WWW.LOSCALDERONES.COM;;;;4;-5.7789236;42.8234476;
24/000221;Casa Rural de Alquiler;2ª - 2 Estrellas;LOS CALDERONES DE PIEDRASECHA  II;Avenida  DEL DESFILADERO. 5;24123;León;Carrocera;PIEDRASECHA;PIEDRASECHA;987581300;666334078;;INFO@LOSCALDERONES.COM;WWWLOSCALDERONES.COM;;;;5;-5.7789236;42.8234476;
40/000080;Casa Rural;3ª - 3 Estrellas;EL TRILLO;Carretera LA GRANJA S/N;40392;Segovia;Cabañas de Polendos;CABAÑAS DE POLENDOS;CABAÑAS DE POLENDOS;699519585;921497504;;eltrillo@telefonica.net;www.eltrillo.net;;;;2;-4.1097826;41.0673083;
40/000082;Casa Rural;4ª - 4 Estrellas;LA FARMACIA DE DOÑA AMALIA;Calle REAL NORTE. 4;40355;Segovia;Fuentesaúco de Fuentidueña;FUENTESAUCO DE FUENTIDUEÑA;FUENTESAUCO DE FUENTIDUEÑA;921169573;;;tucasarural@hotmail.com;www.lafarmaciadedonaamalia.es;;;;6;-4.0652818;41.4261914;Si
09/000142;Hotel Rural;4ª - 4 Estrellas;LA  ENGAÑA;Carretera la Estación 5;9574;Burgos;Merindad de Valdeporres;PEDROSA;PEDROSA;947138073;;;turismo@laengana.com;www.laengana.com;;;;16;-3.740244;43.009892;
34/000126;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA BRAVO II;Calle  LA REDONDA S/N;34488;Palencia;Alar del Rey;SAN QUIRCE DEL RIO PISUERGA;SAN QUIRCE DEL RIO PISUERGA;646566720;979133181;;sanquirce@telepolis.com;www.casabravo2.com;;;;8;-4.3093395;42.6588451;
05/000193;Hotel Rural;3ª - 3 Estrellas;LA LOBERA DE GREDOS;Paraje LA PARRILA S/N;5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;920 371413;670643521;;lalobera@laloberadegredos.com;www.laloberadegredos.com;;;;30;-5.109071;40.221387;Si
09/000143;Casa Rural de Alquiler;3ª - 3 Estrellas;EL MOLINO DEL CAMINO;Calle El Molino. s/n;9230;Burgos;Estépar;VILVIESTRE DE MUÑO;VILVIESTRE DE MUÑO;947560302;616812292;;elmolinodelcamino@gmail.com;www.elmolinodelcamino.com;;;;10;-3.8929987;42.2599395;
05/000198;Casa Rural de Alquiler;2ª - 2 Estrellas;CONCEJO I;Calle LA NAVA S/N;5430;Ávila;Adrada (La);ADRADA (LA);ADRADA (LA);920 206204;;;;;;;;8;-4.6366815;40.3005145;
05/000199;Casa Rural de Alquiler;2ª - 2 Estrellas;CONCEJO II;Calle LA NAVA S/N;5430;Ávila;Adrada (La);ADRADA (LA);ADRADA (LA);920 206204;;;;;;;;8;-4.6366815;40.3005145;
42/000065;Casa Rural de Alojamiento Compartido;3ª - 3 Estrellas;LA MAQUILA;Calle MAYOR 48;42317;Soria;Ucero;UCERO;UCERO;975363514;;;lamakila@wanadoo.es;www.alojamientoscanonriolobos.com;;;;10;-3.0530224;41.7161623;
09/000145;Casa Rural de Alquiler;2ª - 2 Estrellas;EL MIRADOR;Calle REAL 12;9198;Burgos;Villamiel de la Sierra;VILLAMIEL DE LA SIERRA;VILLAMIEL DE LA SIERRA;947560623;685332429;;sandrabetx@hotmail.com;;;;;6;-3.4179846;42.1913508;
40/000083;Casa Rural;3ª - 3 Estrellas;LA TENA DE CASLA;Calle  SAN JOSE 6;40590;Segovia;Casla;CASLA;CASLA;921508207;;;info@lacijaytena.com;www.lacijaytena.com;;;;6;-3.6556825;41.167231;Si
42/000066;Posada;4ª - 4 Estrellas;LOS TEMPLARIOS;Calle DE LA IGLESIA;42317;Soria;Ucero;UCERO;UCERO;975363596;649656313;;info@posadalostemplarios.com;www.posadalostemplarios.com;;;Si;18;-3.0101736;41.722877;
05/000203;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA DEL NOGAL;Calle NAVALGUIJO 26;5698;Ávila;Navalonguilla;NAVALGUIJO;NAVALGUIJO;665651910;920340839;;;www.vivegredos.com;;;;10;-5.521739;40.2595046;
34/000127;Casa Rural de Alquiler;3ª - 3 Estrellas;"CASA VALLEJERA ""A""";Calle  GENERAL AMOR 10;34447;Palencia;Revenga de Campos;REVENGA DE CAMPOS;REVENGA DE CAMPOS;979810079;666501972;;;;;;;4;-4.482081;42.285659;Si
34/000128;Casa Rural de Alquiler;3ª - 3 Estrellas;"CASA ""VALLEJERA B""";Calle GENERAL AMOR 12;34447;Palencia;Revenga de Campos;REVENGA DE CAMPOS;REVENGA DE CAMPOS;979810079;670710817;;;;;;;8;-4.482032;42.285578;
40/000087;Casa Rural de Alojamiento Compartido;4ª - 4 Estrellas;EL CAMINO REAL;Calle LA GOLONDRINA 6;40393;Segovia;Escobar de Polendos;VILLOVELA DE PIRON;VILLOVELA DE PIRON;921496457;615697722;;casaruralelcaminoreal@gmail.com;elcaminoreal.into;;;;8;-4.1312412;41.0908513;
05/000206;Casa Rural de Alquiler;3ª - 3 Estrellas;LOS NAVAZUELOS;Carretera DE BARCO 5;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;HOYOS DEL ESPINO;920349137;652202588;;reservas@casalosnavazuelos.com;www.casalosnavazuelos.com;;;;4;-5.175215;40.35312;
40/000086;Casa Rural;3ª - 3 Estrellas;LA CIJA DE CASLA;Calle SAN JOSE 6;40590;Segovia;Casla;CASLA;CASLA;921508207;610790713;;info@lacijaytena.com;www.lacijaytena.com;;;;10;-3.6556825;41.167231;Si
34/000130;Casa Rural de Alquiler;3ª - 3 Estrellas;FUENTE REDONDA;Calle  ARRIBA s/n;34400;Palencia;Aguilar de Campoo;COZUELOS DE OJEDA;COZUELOS DE OJEDA;615416149;979140060;;;;;;;9;-4.3930437;42.7548407;
42/000067;Hotel Rural;2ª - 2 Estrellas;LA SABINA;Calle DOÑA GREGORIA ARRANZ 6;42382;Soria;Castillejo de Robledo;CASTILLEJO DE ROBLEDO;CASTILLEJO DE ROBLEDO;975186080;679044326;;WWW.LASABINACTR.COM;www.lasabinactr.com;;;;22;-3.4975936;41.5593593;Si
09/000147;Casa Rural de Alojamiento Compartido;3ª - 3 Estrellas;REAL DE LOS CASARES;Plaza Mayor 1;9559;Burgos;Altos (Los);PESADAS DE BURGOS;PESADAS DE BURGOS;947302540;652143347;;;;;;;10;-3.6328394;42.8079868;Si
05/000207;Casa Rural de Alquiler;2ª - 2 Estrellas;EL EMBALSE;Calle ARROYO 4;5691;Ávila;Solana de Ávila;LOROS (LOS);LOROS (LOS);680303400;;;tancampantes@gmail.com;;;;;2;-5.6137081;40.3152876;
05/000208;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA LAS POZAS;Calle CHORRILLO 64;5698;Ávila;Navalonguilla;NAVALONGUILLA;NAVALONGUILLA;916412440;;;;;;;;10;-5.4993997;40.2777673;Si
05/000209;Casa Rural de Alquiler;3ª - 3 Estrellas;PARAJE DEL CHOCOLATE;Carretera TALAVERA KM. 0 (PARAJE PIE DE LA CUESTA);5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;630424669;;;parajechocolate@gmail.com;;;;;8;-5.0467924;40.1844688;
34/000132;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA FERMINA A;Plaza  MAYOR 5;34338;Palencia;Autillo de Campos;AUTILLO DE CAMPOS;AUTILLO DE CAMPOS;979842266;659647334;;herver23@hotmail.com;"www.micasarural.com; wwwcasaruralfermina.com";;;;6;-4.83444;42.087197;
34/000133;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA FERMINA B;Plaza  MAYOR. Nº 5;34338;Palencia;Autillo de Campos;AUTILLO DE CAMPOS;AUTILLO DE CAMPOS;979842266;659647334;;herver23@hotmail.com;"www.micasarural.com; www.casaruralfermina.com";;;;6;-4.834326;42.087227;
05/000210;Casa Rural de Alquiler;2ª - 2 Estrellas;LA CUCURRUMACHA;Carretera Venta del Obispo 13;5123;Ávila;Navalosa;NAVALOSA;NAVALOSA;625352450;920 299305;;;;;;;4;-4.9742799;40.3989472;
24/000230;Hotel Rural;2ª - 2 Estrellas;EL RINCÓN DEL CUCO;Calle LA CUESTA. 3;24433;León;Candín;TEJEDO DE ANCARES;TEJEDO DE ANCARES;987564321;987564288;;info@elrincondelcuco.com;www.elrincondelcuco.com;;;;19;-6.7279541;42.8165297;Si
49/000063;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CASONA DEL PIÑERO;Plaza ESPAÑA 5;49715;Zamora;Piñero (El);PIÑERO (EL);PIÑERO (EL);636504262;917112742;;merchan_g@me.com;www.toprural.com;;;;8;-5.5873896;41.3537132;
24/000232;Casa Rural de Alquiler;2ª - 2 Estrellas;EL LAGAR;Calle EL PIÑON 15;24548;León;Cacabelos;QUILOS;QUILOS;987563210;;;;;;;;5;-6.723608;42.633391;
34/000134;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA SAN PELAYO A;Calle C/ NARCISO RODRÍGUEZ 13  1º;34337;Palencia;Fuentes de Nava;FUENTES DE NAVA;FUENTES DE NAVA;979842178;639479596;;;www.sanpelayoalanava.comwww.canaldecastilla.org;;;;6;-4.7828682;42.0833722;
34/000135;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA SAN PELAYO B;Calle C/ NARCISO RODRIGUEZ 13  1º;34337;Palencia;Fuentes de Nava;FUENTES DE NAVA;FUENTES DE NAVA;979842178;639479596;;;;;;;6;-4.7828682;42.0833722;
09/000151;Casa Rural;3ª - 3 Estrellas;LA YEDRA I;Calle RIOJA 16;9649;Burgos;Palazuelos de la Sierra;PALAZUELOS DE LA SIERRA;PALAZUELOS DE LA SIERRA;651558451;;;info@ruralyedra.com;www.ruralyedra.com;;;;6;-3.4603191;42.2117015;
09/000152;Casa Rural;3ª - 3 Estrellas;LA YEDRA II;Calle RIOJA 22;9649;Burgos;Palazuelos de la Sierra;PALAZUELOS DE LA SIERRA;PALAZUELOS DE LA SIERRA;651558451;;;info@ruralyedra.com;www.ruralyedra.com;;;;10;-3.4603191;42.2117015;
05/000213;Posada;4ª - 4 Estrellas;QUINTA DE SAN JOSÉ;Avenida DE CASTILLA Y LEÓN 104;5440;Ávila;Piedralaves;PIEDRALAVES;PIEDRALAVES;918665519;639120014;;posadaquintasanjose@hotmail.com;www.posadarealquintasanjose.com;;;Si;31;-4.7024872;40.3144772;Si
24/000233;Casa Rural de Alquiler;4ª - 4 Estrellas;EL CORRAL DE SANDALIO;Calle UNICA;24132;León;Riello;CASTILLO (EL);CASTILLO (EL);987846084;610868810;;;;;;;8;-5.9447454;42.775092;
05/000214;Hotel Rural;3ª - 3 Estrellas;EL CAMINO;Carretera MONTE DE LA GARGANTA - PARAJE LOS PAJAREROS;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;669862096;;;info@hotelruralelcamino.es;hotelruralelcamino.es;;;;14;-5.192672;40.173225;Si
05/000215;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA DEL TÍO PRIMITIVO;Calle VICENTE PASCUA 6;5635;Ávila;Navarredonda de Gredos;BARAJAS;BARAJAS;646630557;;;trikely@hotmail.com;www.gredoscasarural.es;;;;6;-5.1324826;40.3619963;
49/000064;Posada;2ª - 2 Estrellas;DEHESA DE CONGOSTA;Camino Dehesa Congosta s/n;49281;Zamora;Pereruela;SAN ROMAN DE LOS INFANTES;SAN ROMAN DE LOS INFANTES;980569268;615217642;;dehesacongosta@yahoo.es;www.dehesacongosta.com;;;;18;-5.841953;41.467116;Si
24/000234;Casa Rural de Alquiler;1ª - 1 Estrella;COMPLEJO RURAL AGOGA . LAS MEDULAS;Calle carretera carucedo s/n;24442;León;Carucedo;MEDULAS (LAS);MEDULAS (LAS);987422844;699722488;;reservas@ruralagoga.com;;;;;3;-6.8261108;42.5015661;
34/000137;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA FEDERICO;Calle RONDA. Nº 3;34449;Palencia;Villalcázar de Sirga;VILLALCAZAR DE SIRGA;VILLALCAZAR DE SIRGA;979888163;620399040;;aureafederico@hotmail.com;;;;;6;-4.545377;42.315858;
05/000216;Casa Rural de Alquiler;2ª - 2 Estrellas;LOS RISCOS DE GREDOS;Calle MAYOR 6;5132;Ávila;Hoyos de Miguel Muñoz;HOYOS DE MIGUEL MUÑOZ;HOYOS DE MIGUEL MUÑOZ;920 206204;685886664;;;www.casasdegredos.com;;;;10;-5.0668076;40.3927671;
24/000235;Casa Rural de Alquiler;1ª - 1 Estrella;EL YELMO;Calle LA CARRETERA LEON COYANZO 29;24891;León;Garrafe de Torío;GARRAFE DE TORIO;GARRAFE DE TORIO;987236167;600071135;;margasanlop@gmail.com;;;;;5;-5.5238753;42.7329348;
05/000217;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA DE LAS NAVAS;Carretera CARRETERA VIEJA DE LA VEGA;5500;Ávila;Piedrahíta;PIEDRAHITA;PIEDRAHITA;650258653;;;;;;;;8;-5.3268294;40.4669752;
24/000236;Casa Rural de Alquiler;3ª - 3 Estrellas;CA PEPA;Calle REAL 24;24609;León;Pola de Gordón (La);HUERGAS DE GORDON;HUERGAS DE GORDON;987588395;;;CAPEPA@CAPEPA.COM;;;;;5;-5.6806497;42.8644145;
24/000237;Posada;4ª - 4 Estrellas;VIEJO MOLINO CELA;Calle MOLINO CELA s/n;24395;León;San Justo de la Vega;NISTAL;NISTAL;987600502;629016361;;VIEJOMOLINODECELA@YAHOO.ES;WWW.VIEJOMOLINODECELA.COM;;;;14;-6.015408;42.424404;Si
05/000220;Casa Rural de Alquiler;1ª - 1 Estrella;VEGUILLA;Calle LARGA 1  bajo;5695;Ávila;Horcajada (La);HORCAJADA (LA);HORCAJADA (LA);652765288;;;;;;;;4;-5.4695956;40.4341535;
05/000221;Casa Rural de Alquiler;3ª - 3 Estrellas;EL PILAR I;Calle DEL PILAR;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;HOYOS DEL ESPINO;920 206204;920 349034;;;;;;;4;-5.1752736;40.3565645;
05/000222;Casa Rural de Alquiler;3ª - 3 Estrellas;EL PILAR II;Calle DEL PILAR S/N;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;HOYOS DEL ESPINO;920 206204;920 349034;;;;;;;4;-5.1752736;40.3565645;
49/000066;Hotel Rural;3ª - 3 Estrellas;TIERRA DE LOBOS;Calle Padre Salgado 24;49005;Zamora;Puebla de Sanabria;PUEBLA DE SANABRIA;PUEBLA DE SANABRIA;980620049;;;tierradelobos@live.com;www.tierradelobos.es;;;;21;-6.626635;42.053878;Si
47/000049;Casa Rural de Alquiler;4ª - 4 Estrellas;BELLOSILLO DE ESGUEVA;Calle REAL 6;47180;Valladolid;Villafuerte;VILLAFUERTE;VILLAFUERTE;983683735;650404330;;info@casaruralbellosillo.com;www.casaruralbellosillo.com;;;;6;-4.3232059;41.7339787;Si
34/000139;Casa Rural de Alquiler;2ª - 2 Estrellas;CASAN I;Calle EL ESCUDO. 16;34886;Palencia;Velilla del Río Carrión;VELILLA DEL RIO CARRION;VELILLA DEL RIO CARRION;979861432;605754976;;;;;;;8;-4.8466266;42.8239356;
34/000141;Casa Rural de Alquiler;3ª - 3 Estrellas;LA PANERA;Calle ARRIBA s/n;34829;Palencia;Barruelo de Santullán;CILLAMAYOR;CILLAMAYOR;979122754;680250701;646111635;www.lapanera.com;lapanera@hotmail.com;;;;6;-4.279097;42.863398;Si
05/000224;Casa Rural de Alquiler;1ª - 1 Estrella;EL CASTREJÓN;Calle LARGA 1  1;5695;Ávila;Horcajada (La);HORCAJADA (LA);HORCAJADA (LA);920364092;652765288;920206204;;www.casasgredos.com;;;;6;-5.4695956;40.4341535;
34/000140;Casa Rural de Alquiler;2ª - 2 Estrellas;CASAN II;Calle EL ESCUDO. 16;34886;Palencia;Velilla del Río Carrión;VELILLA DEL RIO CARRION;VELILLA DEL RIO CARRION;979861432;605754976;;;www.velilladelriocarrion.com/casan;;;;2;-4.8466266;42.8239356;
24/000238;Casa Rural de Alquiler;3ª - 3 Estrellas;ARROYO MURIAS;Calle BAJODEVILLA S/N;24855;León;Puebla de Lillo;REDIPOLLOS;REDIPOLLOS;987731027;675080108;;;;;;;8;-5.2734611;43.0078212;Si
05/000225;Casa Rural de Alquiler;2ª - 2 Estrellas;SIXTO;Calle TEJEDORES 30;5500;Ávila;Piedrahíta;PIEDRAHITA;PIEDRAHITA;63647310;9203220593;;sixtoherale@gmail.com;www.casasixtodegredos.com;;;;8;-5.32813;40.46484;
24/000239;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA MAMPODRE;Calle BAJODEVILLA S/N;24855;León;Puebla de Lillo;REDIPOLLOS;REDIPOLLOS;987731027;675080208;;;;;;;4;-5.2734611;43.0078212;Si
24/000240;Casa Rural de Alquiler;3ª - 3 Estrellas;PEÑA POLINOSA;Calle BAJODEVILLA s/n;24855;León;Puebla de Lillo;REDIPOLLOS;REDIPOLLOS;987731027;675080208;;;;;;;4;-5.2734611;43.0078212;Si
42/000072;Casa Rural de Alquiler;3ª - 3 Estrellas;LA  FRAGUA I;Calle LA FRAGUA 22;42165;Soria;Rebollar;REBOLLAR;REBOLLAR;669429046;;;lafraguare@hotmail.com;www.casaslafragua.com;;;;6;-2.5052972;41.9144167;
42/000073;Casa Rural de Alquiler;3ª - 3 Estrellas;LA FRAGUA II;Calle LA FRAGUA 22;42165;Soria;Rebollar;REBOLLAR;REBOLLAR;669429046;;;lafraguare@hotmail.com;www.casaslafragua.com;;;;6;-2.5052972;41.9144167;
